code	english	code	malay
2539635	Tom wasn't happy with Mary's answer.	5900343	Tom tidak berpuas hati dengan jawapan Mary.
2595635	Italian is my native language.	5900135	Itali ialah bahasa ibunda saya.
3956443	Tom is here to protect me.	5899485	Tom datang sini melindungi saya.
4552765	Ikea instructions are not always perfect.	5901283	Cara pemasangan Ikea ini tidak selalunya sempurna.
4717486	If you have a couple minutes, could you hear me out?	5899525	Jika awak ada dua minit saja, boleh kita bercakap dulu?
5305598	I didn't ask you not to do that.	5900362	Saya tidak menyuruh awak untuk tidak melakukan hal itu.
5907162	Oh, dear, can you please not disturb me?	5900218	Alamak, boleh tak kalau awak tak kacau saya?
5931097	We must be ready to accept the consequences of our own action.	5931103	Kita mesti bersedia untuk menerima akibat perbuatan kita sendiri.
5931119	Good fortune has little to do with luck and more with diligence.	5931125	Nasib baik mempunyai kaitan dengan nasib dan banyak lagi dengan ketekunan.
6169809	Do not search for what you are worth in the eyes of people, but rather try to find it in your conscience is free your status is automatically elevated. If you truly know yourself, you would not be hurt by what others about you.	6169811	Jangan mencari-cari nilai kamu pada mata manusia, carilah nilai tersebut dalam hati nurani kamu, apabila hati nurani tenang nescaya darjat meningkat. Sekiranya kamu mengenali diri kamu maka kata-kata mereka tentang kamu tidak akan menyakiti kamu.
2541904	I'm going to be talking to Tom.	6310995	Saya nak bercakap dengan Tom.
287918	Is his story true?	6311000	Betulkah ceritanya?
256310	I live in Yokohama.	6311006	Saya tinggal di Yokohama.
295580	He seems to be sick.	6311066	Dia macam seperti tidak sihat.
294601	Illness prevented him from attending the party.	6311068	Penyakit nya menghalang dia pergi hadir ke parti.
2729821	You saw your former employer at a conference, didn't you?	6314619	Adakah anda nampak pekerja anda masa waktu di persidangan?
6367786	When we plant rice, grass grows too, but when we plant grass, it never grows rice. As we're doing "good" things sometimes "bad" things are participating. However, while we're doing "disadvantages" there's no "kindness" with it. Don't get bored of doing "good" things although sometimes imperfect.	6367767	Kekita kita menanam padi, rumput pun ikut tumbuh tapi saat kita menanam rumput, tidak pernah tumbuhnya padi. Dalam kita melakukan "kebaikan" kadang-kadang hal yang "buruk" turut menyertai. Namun, saat melakukan "keburukan" tidak ada "kebaikan" bersamanya. Jangan bosan untuk berbuat "baik" meskipun kadang-kadang tidak sempurna.
6367781	Sami hasn't spoken with Layla for a while.	6367789	Sami belum bercakap dengan Layla untuk seketika.
6367780	Sami was on active military duty.	6367794	Sami telah menjalankan tugas tentera.
305282	They lost their way; otherwise, they would have arrived long ago.	6371324	Mereka tersesat jalannya; kalau tidak, nanti mereka lambat datang.
6380103	But if you're wrong, don't give up. Because you don't know what's going to happen next. Remember, don't give up easily.	6380106	Tapi sekiranya awak salah, awak jangan berputus asa. Sebap awak tidak tahu apa yang akan berlaku seterusnya. Ingatlah, jangan mudah berputus asa.
6383070	Stop looking at what you don't have and start being thankful for what you do have.	6383068	Hentikanlah mencari apa yang kau tiada dan mula bersyukur atas apa yang kau ada.
5158796	You drank a beer at lunch, didn't you?	6383073	Awak minum bir semasa makan tengah hari, kan?
6383079	There are three solutions to every problem: accept it, change it or leave it.	6383087	Terdapat tiga penyelasaian setiap masalah: berterimalah, ubankanlah ataupun tinggalkanlah.
2643765	Do you know that for a fact?	6387845	Tahukah anda bahawa untuk fakta?
2643767	Do you care what they think?	6387849	Adakah anda mengambil berat apa yang mereka fikir?
2643769	Did Tom do well on the exam?	6387859	Adakah Tom berjaya dalam peperiksaan?
2643770	Congratulations to you both.	6387862	Tahniah kepada kamu berdua.
2643771	Carry on with your business.	6387863	Teruskan perniagaan anda.
2643772	Brace yourselves for impact.	6387866	Memberanikan diri untuk kesan.
2643773	Are you sure we haven't met?	6387869	Adakah anda pasti kami belum jumpa?
4135286	Tom hugged me.	6402682	Tom memeluk saya.
6371312	"You have pressure, I have pressure, why do you want to provoke me?"	6402721	Awak ada tekanan, saya ada tekanan, kenapakah awak hendak mencetuskan saya?
446530	Yesterday I simply did not go to work.	6404380	Kelmarin saya cuma tidak bekerja semata-mata.
6404435	Let our action never contradict what we have said.	6404437	Biarkan tindakan kita tidak pernah bertentangan dengan apa yang kita telah dikatakan.
326709	"Did you possibly not notice until just now?" "Er, well ... it was just so beyond my imagination that ..."	6441430	"Mungkinkah awak tidak perasan sampai baru tadi?" "Hmm, ia cuma ada khayalan sahaja..."
2288906	Don't act like you know me.	6457030	Jangan bertindak seperti awak kenal saya.
6457073	Do not buy now; they will soon be slashing the prices.	6457072	Jangan beli sekarang; ia tidak lama lagi akan memotong harga.
6457949	You must engage low gears when you drive as these mountain roads are very uneven.	6457953	Anda mesti melibatkan diri gear rendah apabila anda memandu kerana ini jalan-jalan gunung yang sangat tidak sekata.
6457954	How is it you speak with such a stutter?	6457957	Macam mana awak bercakap dengan gagap itu?
6457979	How come you are so slow?	6457991	Kenapa awak lambat sangat?
6458279	Cat eats bread.	6458278	Kucing makan roti.
6460446	I can't sleep at night, I can't wake up in the morning.	6460447	Saya tidak boleh tidur pada waktu malam, saya tidak boleh bangun pada waktu pagi.
6461794	Learn from the mistakes of others. You can never live long enough to make them all yourself.	6461802	Belajarlah dari kesilapan orang lain. Awak tidak pernah dapat hidup cukup lama untuk membuatnya semua diri sendiri.
6461895	As long as you don’t bend over, no one can ever get on your back.	6461887	Tiada sesiapa yang boleh menunggang belakangmu selagi kau tidak membongkok.
6461908	As the moon rises above the sea, we share the same time though we are far apart.	6461910	Sebagai bulan naik di atas laut, kita berkongsi masa yang sama walaupun kita berjauhan.
6461929	Envy is like rottenness of the bones.	6461928	Kedengkian adalah seperti kebusukan tulang.
5392596	I asked Tom why he wasn't here yesterday.	6461939	Saya bertanya Tom mengapa dia tidak berada di sini kelmarin.
6461942	It is easier to get money than to keep it.	6461945	Lebih mudah mendapatkan wang daripada menyimpannya.
6461953	He who is slow to anger has great understanding.	6461954	Dia yang lambat kemarahan telah pemahaman yang besar.
6461968	Never live in the past but always learn from it.	6461970	Tidak pernah hidup pada masa lalu tetapi sentiasa belajar daripadanya.
6461981	Sometimes, I wish I could walk through time, and meet myself back when I was still a child.	6461987	Kadangkala, kuharap aku dapat berjalan tepat pada masanya, dan bertemu kembali pada masa masih kecil.
294388	He got thrown out of the house.	6463843	Dia dihalau dari rumah.
6464884	'Dear Lord Jesus, come into my heart, be my lord and savior. Forgive me of all my sin. Wash me and Cleanse me. Set me free. Jesus, Thank You that You died for me. I believe that You are risen from the dead. and that You are coming back again for me.'	6464886	Kepada Tuhan Yesus, masuklah ke dalam hatiku, jadikanlah tuanku dan penyelamatku. Ampunilah aku atas segala dosaku. Bersihkan dan suci padaku. Bebaskanlah padaku. Yesus, Terima kasih atas Engkau telah mati untukku. Aku percaya bahawa Engkau telah bangkit dari kematian dan bahawa Engkau akan kembali lagi untukku.
2262427	Tom accepted the challenge.	6465186	Tom menerima cabaran itu.
6465587	All things are possible if you believe.	6465596	Segala sesuatu adalah kemungkinan jika awak dipercayai.
6465623	You don't learn to walk by following rules. You learn by doing and by falling over.	6465635	Kamu tidak belajar berjalan dengan mengikuti peraturan. Kamu belajar dengan melakukan dan kejatuhan.
6467281	I don't like this guy who forcing me to do it.	6467282	Saya tidak suka orang ini yang memaksa saya lakukannya.
6468638	Unfortunately we were unable to record your participation. This may be due to the fact that you already participated in this opportunity or there was a suspected violation of our terms and conditions. You will be redirected to your panel platform.	6468647	Malangnya kami tidak dapat merekodkan penyertaan anda. Ini mungkin kerana anda sudah pun menyertai tinjauan ini atau terdapat perlanggaran yang disyaki terhadap terma dan syarat-syarat kami. Anda akan dihalakan semula ke platform panel anda.
423405	It's hot.	6469709	Panasnya.
6471048	I'm sure you're happy without me forever.	6471047	Aku pasti kau bahagia tanpaku selamanya.
4530112	Your plan won't work.	6471272	Rancangan awak tidak akan berhasil.
5685134	I know the name.	6471592	Saya tahu nama itu.
6473113	"In my vision, I heard an eagle, calling aloud as it flew high overhead, 'Disaster, disaster, disaster, on all the people on earth at the sound of the other three trumpets which the three angels have yet to blow!'"	6473117	Kemudian aku melihat dan mendengar seekor burung helang yang terbang tinggi di angkasa, berseru, “Sungguh malang! Sungguh malang! Sungguh malang semua orang yang hidup di bumi apabila terdengar bunyi trompet yang akan ditiup oleh tiga malaikat lain.”
2663264	That's not your problem anymore.	6473230	Itu bukan masalah awak lagi.
1817841	Here is my heart.	6473343	Disinilah di hatiku.
2794336	Tom didn't know that Mary loved him.	6479597	Tom tidak tahu bahawa Maria mencintainya.
6479649	In the center of the house, lying all over his mother's body waiting to be buried.	1923857	Di tengah-tengah rumah itu, terbaring sekujur tubuh ibunya yang menunggu untuk dikebumikan.
2248435	Is everyone OK?	6479732	Semua okey tak?
34760	The teacher told me that Hitler killed himself.	6479784	Cikgu memberitahu saya bahawa Hitler membunuh dirinya sendiri.
4282337	If you're interested, let me know and I'll give you his number.	6481403	Kalau awak meminatinya, beritahu saya dan saya akan berikan awak nombornya.
6481417	I will never make a promise that I can't keep.	6481420	Aku takkan pernah membuat janji bahawa aku tak dapat teruskan
329016	Is there intelligent life on other planets?	6481610	Adakah kehidupan cerdas di planet lain?
259065	I paid him the money last week.	6482024	Saya membayar kepadanya wang minggu lepas.
259066	I saw her last week.	6482032	Saya nampak dia minggu lepas.
55923	This is Jane's bag.	6482944	Ini Jane punya beg.
6482993	Without TRANSLATIONS I would be limited to the borders of my country. The TRANSLATOR is my important ally. He introduces me to the WORLD.	6482994	Tanpa TERJEMAHAN saya akan terhad kepada sempadan negara saya. PENTERJEMAH itu adalah sekutu penting saya. Dia memperkenalkan saya kepada DUNIA.
6485284	He is fluent in Kadazan.	4609638	Dia fasih bertutur bahasa Kadazan.
249437	We got up at dawn.	6487964	Aku terbangun waktu subuh.
1466752	He has money, but he's not happy.	6489183	Dia ada duit, tapi dia tak senang hati.
3723897	Tom is doing a little matchmaking.	6532775	Tom sedang membuat jodoh kecil.
3723898	You and I shouldn't be talking.	6532804	Kau dan aku tak patut bercakap.
3129364	Have you ever read the Bible?	6534353	Pernahkah anda membaca Alkitab?
72778	If you run after two hares, you will catch neither.	6534373	Sekiranya kamu mengejar dua ekor arnab, kamu pun tidak akan dapat menangkapnya.
6534383	I never consider ease and joyfulness as the purpose of life itself.	6534385	Saya tidak pernah mempertimbangkan kemudahan dan kegembiraan sebagai tujuan hidup itu sendiri.
2675006	He pretended like it never happened.	6535154	Dia berpura-pura sepertinya tidak pernah berlaku.
6535200	Sometimes, you need to be alone. Not to be lonely, but to enjoy some free time just being yourself.	6535202	Adakalanya, awak kena bersendirian. Bukan sepi, tapi untuk menikmati masa lapang hanya diri sendiri.
6401575	I slept for 11 hours last night.	6535877	Saya tidur selama 11 jam malam tadi.
6401581	Yesterday we wrote our essays.	6535884	Kelmarin kami menulis esei kami.
20815	What languages do they speak in Korea?	6535892	Bahasa apakah mereka bertutur di Korea?
2308224	I couldn't find what you asked for.	6539736	Saya tidak dapat mencari apa yang anda minta.
737453	Her teaching experience gives her an advantage when working with children.	6539781	Pengalaman mengajarnya memberi kelebihan kepadanya ketika bekerja dengan anak-anak.
737454	The home team always have an advantage over their opponents.	6539802	Pasukan rumah sentiasa mempunyai kelebihan berbanding lawan mereka.
6539805	Do it today. Don't wait for tomorrow.	6539806	Lakukan hari ini. Jangan tunggu esok.
6539808	Tomorrow may never come.	6539809	Mungkin esok tidak pernah datang.
6539811	Do it within the hour. Don't wait for the following hour. There may be other things to do the next hour.	6539812	Lakukan dalam masa sejam. Jangan tunggu jam berikutnya. Mungkin ada perkara lain untuk melakukan jam berikutnya.
6539826	Do it now, not later. There may not be another opportunity any time soon.	6539828	Lakukan sekarang, bukan nanti. Mungkin tidak ada peluang lagi pada bila-bila masa.
251612	How dare you turn my father's house into a market!	6539890	Berani kamu bertukar rumah ayah saya ke pasar!
6541877	Ask, and it will be given to you; search, and you will find; knock, and the door will be opened to you. Everyone who asks receives; everyone who searches finds; everyone who knocks will have the door opened.	6541875	Mintalah, dan kamu akan menerimanya; carilah, dan kamu akan mendapatnya; ketuklah pintu, dan pintu akan dibuka untukmu. Setiap orang yang meminta akan menerima, setiap orang yang mencari akan mendapat; dan setiap orang yang mengetuk, pintu akan dibuka untuknya.
